id,neighborhood_id,container_type,capacity_liters,latitude,longitude,current_fill_level,last_collection_date,neighborhood_name,population,days_since_collection,day_of_week,month,is_weekend,collection_days_per_week,type_encoded,capacity_category,population_density,expected_fill_level,collection_priority
430,12,plastic,240,40.23311662401397,28.911338838819756,0.9208606974443759,2025-12-17,BADIRGA MAHALLESİ,3440,11.0,2.0,12.0,0,3.0,1,small,3.44,0.95,0.8261763981655329
431,12,770lt,770,40.21840641918146,28.87569457910492,0.3431805769035279,2025-12-24,BADIRGA MAHALLESİ,3440,4.0,2.0,12.0,0,3.0,3,large,3.44,0.6631805769035279,0.4727666866172969
432,12,plastic,240,40.249866157602526,28.932562573188168,0.3675403207493221,2025-12-23,BADIRGA MAHALLESİ,3440,5.0,1.0,12.0,0,3.0,1,small,3.44,0.7675403207493221,0.554946558540194
433,12,770lt,770,40.16607222730575,28.879597335338424,0.5908410264176949,2025-12-22,BADIRGA MAHALLESİ,3440,6.0,0.0,12.0,0,3.0,3,large,3.44,0.95,0.676176398165533
434,12,underground,5000,40.20631142447891,28.949805734228683,0.5597493696820576,2025-12-21,BADIRGA MAHALLESİ,3440,7.0,6.0,12.0,1,3.0,4,xlarge,3.44,0.95,0.7061763981655329
435,12,plastic,240,40.16441720978713,28.90921729485744,0.17880720507066886,2025-12-26,BADIRGA MAHALLESİ,3440,2.0,4.0,12.0,0,3.0,1,small,3.44,0.33880720507066886,0.2505800007008674
436,12,underground,5000,40.22243965436546,28.872719741866266,0.09821540833052349,2025-12-26,BADIRGA MAHALLESİ,3440,2.0,4.0,12.0,0,3.0,4,xlarge,3.44,0.2582154083305235,0.2102841023307947
437,12,underground,5000,40.16427531735012,28.940408503688474,0.8139393933975091,2025-12-17,BADIRGA MAHALLESİ,3440,11.0,2.0,12.0,0,3.0,4,xlarge,3.44,0.95,0.8261763981655329
438,12,underground,5000,40.2475646107138,28.919814095004227,0.34269930475084814,2025-12-23,BADIRGA MAHALLESİ,3440,5.0,1.0,12.0,0,3.0,4,xlarge,3.44,0.7426993047508481,0.542526050540957
439,12,400lt,400,40.22803366396393,28.851395420816647,0.2705103425822135,2025-12-24,BADIRGA MAHALLESİ,3440,4.0,2.0,12.0,0,3.0,2,medium,3.44,0.5905103425822136,0.43643156945663975
440,12,400lt,400,40.154544596150444,28.920609989091258,0.6895790420757161,2025-12-20,BADIRGA MAHALLESİ,3440,8.0,5.0,12.0,1,3.0,2,medium,3.44,0.95,0.7361763981655329
441,12,770lt,770,40.22130688705357,28.87267319708503,0.95,2025-12-17,BADIRGA MAHALLESİ,3440,11.0,2.0,12.0,0,3.0,3,large,3.44,0.95,0.8261763981655329
442,12,underground,5000,40.1847208424358,28.858915132818105,0.4628233594277896,2025-12-23,BADIRGA MAHALLESİ,3440,5.0,1.0,12.0,0,3.0,4,xlarge,3.44,0.8628233594277896,0.6025880778794278
443,12,400lt,400,40.16367613592064,28.909584340779432,0.10152630443692703,2025-12-26,BADIRGA MAHALLESİ,3440,2.0,4.0,12.0,0,3.0,2,medium,3.44,0.26152630443692704,0.21193955038399648
444,12,underground,5000,40.211293563590075,28.903099612379506,0.5941878478269643,2025-12-20,BADIRGA MAHALLESİ,3440,8.0,5.0,12.0,1,3.0,4,xlarge,3.44,0.95,0.7361763981655329
445,12,770lt,770,40.23971894436624,28.942032637565298,0.8636020038620515,2025-12-18,BADIRGA MAHALLESİ,3440,10.0,3.0,12.0,0,3.0,3,large,3.44,0.95,0.7961763981655329
446,12,770lt,770,40.194980069081495,28.86598113094153,0.5115020480936687,2025-12-23,BADIRGA MAHALLESİ,3440,5.0,1.0,12.0,0,3.0,3,large,3.44,0.9115020480936687,0.6269274222123673
447,12,underground,5000,40.20670253873552,28.946884039308916,0.43266829219440395,2025-12-23,BADIRGA MAHALLESİ,3440,5.0,1.0,12.0,0,3.0,4,xlarge,3.44,0.832668292194404,0.587510544262735
448,12,400lt,400,40.173432678646165,28.892734701039842,0.49714603487310094,2025-12-23,BADIRGA MAHALLESİ,3440,5.0,1.0,12.0,0,3.0,2,medium,3.44,0.897146034873101,0.6197494156020834
449,12,400lt,400,40.20447368144841,28.875558217103762,0.39355420907903704,2025-12-24,BADIRGA MAHALLESİ,3440,4.0,2.0,12.0,0,3.0,2,medium,3.44,0.713554209079037,0.49795350270505145
450,12,underground,5000,40.20884052147416,28.86230106607441,0.19094604829902356,2025-12-26,BADIRGA MAHALLESİ,3440,2.0,4.0,12.0,0,3.0,4,xlarge,3.44,0.35094604829902354,0.25664942231504473
451,12,770lt,770,40.16918442377669,28.89972312536946,0.6427273472536933,2025-12-21,BADIRGA MAHALLESİ,3440,7.0,6.0,12.0,1,3.0,3,large,3.44,0.95,0.7061763981655329
452,12,770lt,770,40.19921156356052,28.896359861000114,0.5568202212727009,2025-12-22,BADIRGA MAHALLESİ,3440,6.0,0.0,12.0,0,3.0,3,large,3.44,0.95,0.676176398165533
453,12,770lt,770,40.20779755284944,28.876472772370743,0.21692059938850267,2025-12-26,BADIRGA MAHALLESİ,3440,2.0,4.0,12.0,0,3.0,3,large,3.44,0.37692059938850264,0.2696366978597843
454,12,underground,5000,40.200250409430524,28.94543933169235,0.5977029021482861,2025-12-21,BADIRGA MAHALLESİ,3440,7.0,6.0,12.0,1,3.0,4,xlarge,3.44,0.95,0.7061763981655329
455,12,plastic,240,40.232109564116925,28.906478656865335,0.7681190488909011,2025-12-19,BADIRGA MAHALLESİ,3440,9.0,4.0,12.0,0,3.0,1,small,3.44,0.95,0.766176398165533
456,12,400lt,400,40.237538655055694,28.918642337642982,0.4596890802940468,2025-12-23,BADIRGA MAHALLESİ,3440,5.0,1.0,12.0,0,3.0,2,medium,3.44,0.8596890802940469,0.6010209383125564
457,12,underground,5000,40.19570754290556,28.864029481153647,0.4166264553034231,2025-12-22,BADIRGA MAHALLESİ,3440,6.0,0.0,12.0,0,3.0,4,xlarge,3.44,0.8966264553034231,0.6494896258172446
458,12,770lt,770,40.218129725421875,28.93113672894128,0.40104971497418007,2025-12-24,BADIRGA MAHALLESİ,3440,4.0,2.0,12.0,0,3.0,3,large,3.44,0.7210497149741801,0.501701255652623
459,12,underground,5000,40.189948677505676,28.91536107465644,0.6740796195428675,2025-12-20,BADIRGA MAHALLESİ,3440,8.0,5.0,12.0,1,3.0,4,xlarge,3.44,0.95,0.7361763981655329
460,12,underground,5000,40.24497785919829,28.90235112139846,0.6605446918835245,2025-12-19,BADIRGA MAHALLESİ,3440,9.0,4.0,12.0,0,3.0,4,xlarge,3.44,0.95,0.766176398165533
461,12,770lt,770,40.21052268498229,28.92536535177095,0.1431871074215803,2025-12-26,BADIRGA MAHALLESİ,3440,2.0,4.0,12.0,0,3.0,3,large,3.44,0.3031871074215803,0.2327699518763231
462,12,plastic,240,40.199573815796825,28.870065291455873,0.2208713700620294,2025-12-26,BADIRGA MAHALLESİ,3440,2.0,4.0,12.0,0,3.0,1,small,3.44,0.3808713700620294,0.27161208319654767
463,12,400lt,400,40.236468194530836,28.948421654613306,0.691854575273128,2025-12-20,BADIRGA MAHALLESİ,3440,8.0,5.0,12.0,1,3.0,2,medium,3.44,0.95,0.7361763981655329
464,12,770lt,770,40.15845808734271,28.908650938832253,0.7200764854996363,2025-12-20,BADIRGA MAHALLESİ,3440,8.0,5.0,12.0,1,3.0,3,large,3.44,0.95,0.7361763981655329
465,12,plastic,240,40.16153594272538,28.87674130625465,0.4779557175262167,2025-12-22,BADIRGA MAHALLESİ,3440,6.0,0.0,12.0,0,3.0,1,small,3.44,0.95,0.676176398165533
466,12,underground,5000,40.2414024017676,28.87174511879812,0.40020200001372785,2025-12-24,BADIRGA MAHALLESİ,3440,4.0,2.0,12.0,0,3.0,4,xlarge,3.44,0.7202020000137279,0.5012773981723969
467,12,plastic,240,40.23957748240334,28.938612457911645,0.41327936922157354,2025-12-22,BADIRGA MAHALLESİ,3440,6.0,0.0,12.0,0,3.0,1,small,3.44,0.8932793692215735,0.6478160827763196
468,13,400lt,400,40.154891825270624,28.89525502689694,0.8511173973198067,2025-12-17,BALAT MAHALLESİ,21167,11.0,2.0,12.0,0,3.0,2,medium,21.167,0.95,0.9353025639447197
469,13,underground,5000,40.21805327301914,28.88460492608602,0.6289148857934557,2025-12-20,BALAT MAHALLESİ,21167,8.0,5.0,12.0,1,3.0,4,xlarge,21.167,0.95,0.8453025639447198
470,13,770lt,770,40.24319086123698,28.89810950597099,0.3631899093111063,2025-12-24,BALAT MAHALLESİ,21167,4.0,2.0,12.0,0,3.0,3,large,21.167,0.6831899093111062,0.5918975186002728
471,13,400lt,400,40.248306137048836,28.94181880584717,0.42039937485132906,2025-12-24,BALAT MAHALLESİ,21167,4.0,2.0,12.0,0,3.0,2,medium,21.167,0.7403993748513291,0.6205022513703844
472,13,400lt,400,40.162782066789134,28.928998723979145,0.09995013512338732,2025-12-26,BALAT MAHALLESİ,21167,2.0,4.0,12.0,0,3.0,2,medium,21.167,0.2599501351233873,0.3202776315064134
473,13,underground,5000,40.178972247697644,28.850992784083505,0.43175881780600317,2025-12-23,BALAT MAHALLESİ,21167,5.0,1.0,12.0,0,3.0,4,xlarge,21.167,0.8317588178060031,0.6961819728477214
474,13,400lt,400,40.244749303863,28.92545556588673,0.41579936386871374,2025-12-23,BALAT MAHALLESİ,21167,5.0,1.0,12.0,0,3.0,2,medium,21.167,0.8157993638687138,0.6882022458790766
475,13,770lt,770,40.16748090720245,28.906879706710388,0.23467500222914517,2025-12-25,BALAT MAHALLESİ,21167,3.0,3.0,12.0,0,3.0,3,large,21.167,0.47467500222914516,0.4576400650592924
476,13,770lt,770,40.17750803094959,28.852848598340003,0.4354365747866348,2025-12-22,BALAT MAHALLESİ,21167,6.0,0.0,12.0,0,3.0,3,large,21.167,0.9154365747866348,0.7680208513380371
477,13,underground,5000,40.17516943015777,28.912775848498327,0.7587011490269484,2025-12-18,BALAT MAHALLESİ,21167,10.0,3.0,12.0,0,3.0,4,xlarge,21.167,0.95,0.9053025639447196
478,13,underground,5000,40.15390381057974,28.899112399453116,0.459965275140795,2025-12-23,BALAT MAHALLESİ,21167,5.0,1.0,12.0,0,3.0,4,xlarge,21.167,0.859965275140795,0.7102852015151173
479,13,770lt,770,40.24033304921523,28.94030986478217,0.2180931374442423,2025-12-26,BALAT MAHALLESİ,21167,2.0,4.0,12.0,0,3.0,3,large,21.167,0.37809313744424233,0.37934913266684095
480,13,plastic,240,40.15859221047657,28.886810388092155,0.3267022300780613,2025-12-24,BALAT MAHALLESİ,21167,4.0,2.0,12.0,0,3.0,1,small,21.167,0.6467022300780614,0.5736536789837505
481,13,400lt,400,40.19430901269636,28.92192199060666,0.740251785369764,2025-12-19,BALAT MAHALLESİ,21167,9.0,4.0,12.0,0,3.0,2,medium,21.167,0.95,0.8753025639447198
482,13,plastic,240,40.246210558997596,28.94328108328501,0.6375115681866903,2025-12-20,BALAT MAHALLESİ,21167,8.0,5.0,12.0,1,3.0,1,small,21.167,0.95,0.8453025639447198
483,13,plastic,240,40.212105133727334,28.862423728986812,0.4395393579186584,2025-12-22,BALAT MAHALLESİ,21167,6.0,0.0,12.0,0,3.0,1,small,21.167,0.9195393579186584,0.770072242904049
484,13,770lt,770,40.20711615202963,28.885185350912725,0.6866298084999458,2025-12-20,BALAT MAHALLESİ,21167,8.0,5.0,12.0,1,3.0,3,large,21.167,0.95,0.8453025639447198
485,13,400lt,400,40.19342522323284,28.890168450382603,0.5191286012322903,2025-12-21,BALAT MAHALLESİ,21167,7.0,6.0,12.0,1,3.0,2,medium,21.167,0.95,0.8153025639447198
486,13,770lt,770,40.2289737499853,28.919689179793618,0.4020512245447786,2025-12-24,BALAT MAHALLESİ,21167,4.0,2.0,12.0,0,3.0,3,large,21.167,0.7220512245447785,0.611328176217109
487,13,400lt,400,40.19974405171374,28.885896058715804,0.95,2025-12-17,BALAT MAHALLESİ,21167,11.0,2.0,12.0,0,3.0,2,medium,21.167,0.95,0.9353025639447197
488,13,underground,5000,40.173888687364325,28.883076165101297,0.6708324215865451,2025-12-20,BALAT MAHALLESİ,21167,8.0,5.0,12.0,1,3.0,4,xlarge,21.167,0.95,0.8453025639447198
489,13,770lt,770,40.18569542343801,28.850403487253175,0.32036603468000974,2025-12-23,BALAT MAHALLESİ,21167,5.0,1.0,12.0,0,3.0,3,large,21.167,0.7203660346800098,0.6404855812847248
490,13,underground,5000,40.19379230440774,28.892221954436966,0.4606461190041491,2025-12-23,BALAT MAHALLESİ,21167,5.0,1.0,12.0,0,3.0,4,xlarge,21.167,0.8606461190041491,0.7106256234467943
491,13,underground,5000,40.24607134084177,28.86301262601672,0.9460197826765733,2025-12-17,BALAT MAHALLESİ,21167,11.0,2.0,12.0,0,3.0,4,xlarge,21.167,0.95,0.9353025639447197
492,13,400lt,400,40.15926075456723,28.854820278198428,0.8350436774495276,2025-12-18,BALAT MAHALLESİ,21167,10.0,3.0,12.0,0,3.0,2,medium,21.167,0.95,0.9053025639447196
493,13,400lt,400,40.1980751831584,28.88647549818393,0.3354189548909089,2025-12-24,BALAT MAHALLESİ,21167,4.0,2.0,12.0,0,3.0,2,medium,21.167,0.6554189548909088,0.5780120413901741
494,13,plastic,240,40.23527243504884,28.894700482772812,0.6328121192753395,2025-12-20,BALAT MAHALLESİ,21167,8.0,5.0,12.0,1,3.0,1,small,21.167,0.95,0.8453025639447198
495,13,770lt,770,40.22615390536963,28.88032906434967,0.5001918036265296,2025-12-23,BALAT MAHALLESİ,21167,5.0,1.0,12.0,0,3.0,3,large,21.167,0.9001918036265296,0.7303984657579845
496,13,770lt,770,40.15382756943135,28.8569929505337,0.2591588870586963,2025-12-25,BALAT MAHALLESİ,21167,3.0,3.0,12.0,0,3.0,3,large,21.167,0.49915888705869627,0.4698820074740679
497,13,plastic,240,40.15728288303266,28.856381478414765,0.3158267276144672,2025-12-25,BALAT MAHALLESİ,21167,3.0,3.0,12.0,0,3.0,1,small,21.167,0.5558267276144672,0.4982159277519534
498,13,plastic,240,40.20225783122011,28.864617797687018,0.5911746578098012,2025-12-22,BALAT MAHALLESİ,21167,6.0,0.0,12.0,0,3.0,1,small,21.167,0.95,0.7853025639447198
499,13,underground,5000,40.202280361614356,28.883190594438243,0.19065675192195747,2025-12-25,BALAT MAHALLESİ,21167,3.0,3.0,12.0,0,3.0,4,xlarge,21.167,0.43065675192195746,0.4356309399056985
500,13,underground,5000,40.16219448455465,28.878707644185376,0.4291341697769714,2025-12-24,BALAT MAHALLESİ,21167,4.0,2.0,12.0,0,3.0,4,xlarge,21.167,0.7491341697769713,0.6248696488332055
501,13,400lt,400,40.22507656196454,28.938789834347038,0.22049680608077968,2025-12-25,BALAT MAHALLESİ,21167,3.0,3.0,12.0,0,3.0,2,medium,21.167,0.4604968060807797,0.4505509669851096
502,13,770lt,770,40.191356621654,28.92590797684143,0.4089277395508457,2025-12-24,BALAT MAHALLESİ,21167,4.0,2.0,12.0,0,3.0,3,large,21.167,0.7289277395508458,0.6147664337201426
503,13,770lt,770,40.16293270848671,28.93259712310938,0.7539044345384847,2025-12-20,BALAT MAHALLESİ,21167,8.0,5.0,12.0,1,3.0,3,large,21.167,0.95,0.8453025639447198
504,13,400lt,400,40.15401130956444,28.877859169259604,0.43318519574536973,2025-12-24,BALAT MAHALLESİ,21167,4.0,2.0,12.0,0,3.0,2,medium,21.167,0.7531851957453697,0.6268951618174046
505,13,770lt,770,40.24710368698737,28.876007020495173,0.5873266283796121,2025-12-22,BALAT MAHALLESİ,21167,6.0,0.0,12.0,0,3.0,3,large,21.167,0.95,0.7853025639447198
506,13,770lt,770,40.15918684092274,28.854455712591513,0.2801474900154192,2025-12-25,BALAT MAHALLESİ,21167,3.0,3.0,12.0,0,3.0,3,large,21.167,0.5201474900154193,0.4803763089524294
507,13,400lt,400,40.18386703214157,28.89506835700929,0.7065074703560061,2025-12-20,BALAT MAHALLESİ,21167,8.0,5.0,12.0,1,3.0,2,medium,21.167,0.95,0.8453025639447198
508,13,400lt,400,40.19716668932012,28.904625771420562,0.48718385156171673,2025-12-21,BALAT MAHALLESİ,21167,7.0,6.0,12.0,1,3.0,2,medium,21.167,0.95,0.8153025639447198
509,13,underground,5000,40.23607425714852,28.853899146234603,0.19870340857990537,2025-12-25,BALAT MAHALLESİ,21167,3.0,3.0,12.0,0,3.0,4,xlarge,21.167,0.43870340857990536,0.43965426823467246
510,14,400lt,400,40.236920744720955,28.89575771108079,0.1336084517796961,2025-12-26,BALKAN MAHALLESİ,19594,2.0,4.0,12.0,0,3.0,2,medium,19.594,0.2936084517796961,0.32742351241759593
511,14,770lt,770,40.15717116871793,28.883604210342128,0.7078176419931621,2025-12-20,BALKAN MAHALLESİ,19594,8.0,5.0,12.0,1,3.0,3,large,19.594,0.95,0.8356192865277479
512,14,770lt,770,40.17372595710249,28.928719640190003,0.48021526384079427,2025-12-21,BALKAN MAHALLESİ,19594,7.0,6.0,12.0,1,3.0,3,large,19.594,0.95,0.8056192865277478
513,14,plastic,240,40.234327042832554,28.91819218356187,0.8607537769190848,2025-12-17,BALKAN MAHALLESİ,19594,11.0,2.0,12.0,0,3.0,1,small,19.594,0.95,0.9256192865277478
514,14,400lt,400,40.156110004276805,28.923636733658075,0.26164461465235356,2025-12-24,BALKAN MAHALLESİ,19594,4.0,2.0,12.0,0,3.0,2,medium,19.594,0.5816446146523535,0.5314415938539246
515,14,400lt,400,40.23738559066855,28.855625736804672,0.11898773358495977,2025-12-26,BALKAN MAHALLESİ,19594,2.0,4.0,12.0,0,3.0,2,medium,19.594,0.27898773358495976,0.3201131533202278
516,14,plastic,240,40.19263542191466,28.885531755294362,0.322644174830647,2025-12-25,BALKAN MAHALLESİ,19594,3.0,3.0,12.0,0,3.0,1,small,19.594,0.562644174830647,0.49194137394307136
517,14,underground,5000,40.17450517334816,28.928741611622378,0.6804978822480341,2025-12-20,BALKAN MAHALLESİ,19594,8.0,5.0,12.0,1,3.0,4,xlarge,19.594,0.95,0.8356192865277479
518,14,underground,5000,40.1603873503243,28.883967779311696,0.25282193591548036,2025-12-26,BALKAN MAHALLESİ,19594,2.0,4.0,12.0,0,3.0,4,xlarge,19.594,0.41282193591548033,0.38703025448548806
519,14,770lt,770,40.198716078388046,28.924371065398955,0.8120561490412239,2025-12-17,BALKAN MAHALLESİ,19594,11.0,2.0,12.0,0,3.0,3,large,19.594,0.95,0.9256192865277478
520,14,plastic,240,40.216749655062664,28.879411360484873,0.24148669825411498,2025-12-24,BALKAN MAHALLESİ,19594,4.0,2.0,12.0,0,3.0,1,small,19.594,0.561486698254115,0.5213626356548053
521,14,400lt,400,40.23069980486955,28.85408275692789,0.4827305124822705,2025-12-22,BALKAN MAHALLESİ,19594,6.0,0.0,12.0,0,3.0,2,medium,19.594,0.95,0.7756192865277479
522,14,400lt,400,40.231555676189956,28.869283612208914,0.8244290472225474,2025-12-19,BALKAN MAHALLESİ,19594,9.0,4.0,12.0,0,3.0,2,medium,19.594,0.95,0.8656192865277479
523,14,770lt,770,40.20721965084717,28.893526751273225,0.28046980094937646,2025-12-25,BALKAN MAHALLESİ,19594,3.0,3.0,12.0,0,3.0,3,large,19.594,0.5204698009493764,0.4708541870024361
524,14,plastic,240,40.17570476682631,28.88629735102615,0.5715433296231313,2025-12-22,BALKAN MAHALLESİ,19594,6.0,0.0,12.0,0,3.0,1,small,19.594,0.95,0.7756192865277479
525,14,770lt,770,40.20467064869409,28.937626560273433,0.43363966159266,2025-12-22,BALKAN MAHALLESİ,19594,6.0,0.0,12.0,0,3.0,3,large,19.594,0.91363966159266,0.7574391173240779
526,14,770lt,770,40.19354098580623,28.89300437110145,0.7843067713710395,2025-12-19,BALKAN MAHALLESİ,19594,9.0,4.0,12.0,0,3.0,3,large,19.594,0.95,0.8656192865277479
527,14,underground,5000,40.23265524206426,28.85835828834893,0.7278991608349697,2025-12-19,BALKAN MAHALLESİ,19594,9.0,4.0,12.0,0,3.0,4,xlarge,19.594,0.95,0.8656192865277479
528,14,770lt,770,40.231734282708125,28.91916395420355,0.8665005936215612,2025-12-18,BALKAN MAHALLESİ,19594,10.0,3.0,12.0,0,3.0,3,large,19.594,0.95,0.8956192865277478
529,14,plastic,240,40.21710461978617,28.90956556989491,0.4749127935273607,2025-12-22,BALKAN MAHALLESİ,19594,6.0,0.0,12.0,0,3.0,1,small,19.594,0.95,0.7756192865277479
530,14,plastic,240,40.18292817703541,28.873089884467685,0.4089536432367782,2025-12-24,BALKAN MAHALLESİ,19594,4.0,2.0,12.0,0,3.0,1,small,19.594,0.7289536432367782,0.605096108146137
531,14,770lt,770,40.23281101707842,28.943530202187493,0.23183808184044594,2025-12-25,BALKAN MAHALLESİ,19594,3.0,3.0,12.0,0,3.0,3,large,19.594,0.47183808184044596,0.44653832744797084
532,14,400lt,400,40.203390598471834,28.924386019757225,0.25192023737182956,2025-12-24,BALKAN MAHALLESİ,19594,4.0,2.0,12.0,0,3.0,2,medium,19.594,0.5719202373718295,0.5265794052136626
533,14,770lt,770,40.2355802719662,28.861924297448468,0.5141317154217031,2025-12-22,BALKAN MAHALLESİ,19594,6.0,0.0,12.0,0,3.0,3,large,19.594,0.95,0.7756192865277479
534,14,400lt,400,40.23836843827027,28.91698910494352,0.8414642156768282,2025-12-17,BALKAN MAHALLESİ,19594,11.0,2.0,12.0,0,3.0,2,medium,19.594,0.95,0.9256192865277478
535,14,400lt,400,40.15989710321068,28.9441429408045,0.6202202217774887,2025-12-20,BALKAN MAHALLESİ,19594,8.0,5.0,12.0,1,3.0,2,medium,19.594,0.95,0.8356192865277479
536,14,770lt,770,40.20761239484539,28.91017634398557,0.8301096466225351,2025-12-17,BALKAN MAHALLESİ,19594,11.0,2.0,12.0,0,3.0,3,large,19.594,0.95,0.9256192865277478
537,14,400lt,400,40.17595536207974,28.928400917115916,0.19698413267651854,2025-12-26,BALKAN MAHALLESİ,19594,2.0,4.0,12.0,0,3.0,2,medium,19.594,0.3569841326765185,0.35911135286600715
538,14,400lt,400,40.242804222290914,28.875858589017493,0.49556337504044706,2025-12-22,BALKAN MAHALLESİ,19594,6.0,0.0,12.0,0,3.0,2,medium,19.594,0.95,0.7756192865277479
539,129,underground,5000,40.20606764672511,28.89863490981982,0.5574316391863707,2025-12-21,BARIŞ MAH.,23320,7.0,6.0,12.0,1,3.0,4,xlarge,23.32,0.95,0.8285562805872757
540,129,770lt,770,40.19070903874636,28.94610642692656,0.7738179650654293,2025-12-19,BARIŞ MAH.,23320,9.0,4.0,12.0,0,3.0,3,large,23.32,0.95,0.8885562805872758
541,129,underground,5000,40.20944078761305,28.86327936043956,0.5784033616611582,2025-12-20,BARIŞ MAH.,23320,8.0,5.0,12.0,1,3.0,4,xlarge,23.32,0.95,0.8585562805872757
542,129,plastic,240,40.21574836911155,28.90191287775712,0.09093391616212472,2025-12-26,BARIŞ MAH.,23320,2.0,4.0,12.0,0,3.0,1,small,23.32,0.25093391616212474,0.32902323866833805
543,129,400lt,400,40.20900903475181,28.87951881439315,0.5659693280959963,2025-12-20,BARIŞ MAH.,23320,8.0,5.0,12.0,1,3.0,2,medium,23.32,0.95,0.8585562805872757
544,129,plastic,240,40.18277015346717,28.942063160896087,0.3518219062644169,2025-12-25,BARIŞ MAH.,23320,3.0,3.0,12.0,0,3.0,1,small,23.32,0.5918219062644169,0.5294672337194841
545,129,770lt,770,40.150622683205484,28.929613379046586,0.45326402126070214,2025-12-22,BARIŞ MAH.,23320,6.0,0.0,12.0,0,3.0,3,large,23.32,0.9332640212607022,0.7901882912176268
546,129,plastic,240,40.229309293172655,28.946252971959055,0.4427593605523904,2025-12-23,BARIŞ MAH.,23320,5.0,1.0,12.0,0,3.0,1,small,23.32,0.8427593605523904,0.7149359608634709
547,129,400lt,400,40.233348577648236,28.910880321626284,0.27835766410464086,2025-12-26,BARIŞ MAH.,23320,2.0,4.0,12.0,0,3.0,2,medium,23.32,0.43835766410464083,0.4227351126395961
548,129,plastic,240,40.231537787242175,28.889730895049908,0.32930636577232425,2025-12-24,BARIŞ MAH.,23320,4.0,2.0,12.0,0,3.0,1,small,23.32,0.6493063657723243,0.5882094634734378
549,129,underground,5000,40.1501026586782,28.915162364104948,0.9320302668369245,2025-12-17,BARIŞ MAH.,23320,11.0,2.0,12.0,0,3.0,4,xlarge,23.32,0.95,0.9485562805872756
550,129,plastic,240,40.155935574919475,28.92465398424089,0.6041874879356067,2025-12-21,BARIŞ MAH.,23320,7.0,6.0,12.0,1,3.0,1,small,23.32,0.95,0.8285562805872757
551,129,770lt,770,40.22022630363178,28.85144228069992,0.30919975736326677,2025-12-25,BARIŞ MAH.,23320,3.0,3.0,12.0,0,3.0,3,large,23.32,0.5491997573632668,0.508156159268909
552,129,plastic,240,40.2317633888019,28.921056000444008,0.2561820922548152,2025-12-24,BARIŞ MAH.,23320,4.0,2.0,12.0,0,3.0,1,small,23.32,0.5761820922548152,0.5516473267146833
553,129,770lt,770,40.154521071343694,28.896977047408058,0.5586405421746142,2025-12-21,BARIŞ MAH.,23320,7.0,6.0,12.0,1,3.0,3,large,23.32,0.95,0.8285562805872757
554,129,plastic,240,40.17054478929444,28.890013841534326,0.9045025554111252,2025-12-17,BARIŞ MAH.,23320,11.0,2.0,12.0,0,3.0,1,small,23.32,0.95,0.9485562805872756
555,129,underground,5000,40.1814387579308,28.895263563611913,0.5241372469734757,2025-12-22,BARIŞ MAH.,23320,6.0,0.0,12.0,0,3.0,4,xlarge,23.32,0.95,0.7985562805872757
556,129,underground,5000,40.16738520531262,28.92178123012967,0.8023397337763455,2025-12-17,BARIŞ MAH.,23320,11.0,2.0,12.0,0,3.0,4,xlarge,23.32,0.95,0.9485562805872756
557,129,underground,5000,40.17761042404377,28.91198739847743,0.1549436379836018,2025-12-26,BARIŞ MAH.,23320,2.0,4.0,12.0,0,3.0,4,xlarge,23.32,0.3149436379836018,0.3610280995790766
558,129,underground,5000,40.19639984690862,28.947183659778855,0.95,2025-12-17,BARIŞ MAH.,23320,11.0,2.0,12.0,0,3.0,4,xlarge,23.32,0.95,0.9485562805872756
559,129,770lt,770,40.19981182941969,28.935352267701198,0.8721521895784026,2025-12-18,BARIŞ MAH.,23320,10.0,3.0,12.0,0,3.0,3,large,23.32,0.95,0.9185562805872756
560,129,underground,5000,40.15148822119003,28.86995922016156,0.7975960016261542,2025-12-18,BARIŞ MAH.,23320,10.0,3.0,12.0,0,3.0,4,xlarge,23.32,0.95,0.9185562805872756
561,129,400lt,400,40.194622603410295,28.908843475946934,0.5938451987115161,2025-12-21,BARIŞ MAH.,23320,7.0,6.0,12.0,1,3.0,2,medium,23.32,0.95,0.8285562805872757
562,129,plastic,240,40.20393571290861,28.870607439048065,0.2182453658921818,2025-12-26,BARIŞ MAH.,23320,2.0,4.0,12.0,0,3.0,1,small,23.32,0.37824536589218183,0.3926789635333666
563,129,770lt,770,40.20488309805924,28.89869507847212,0.3597767113102136,2025-12-24,BARIŞ MAH.,23320,4.0,2.0,12.0,0,3.0,3,large,23.32,0.6797767113102136,0.6034446362423824
564,129,plastic,240,40.182851663730276,28.896266180753795,0.95,2025-12-17,BARIŞ MAH.,23320,11.0,2.0,12.0,0,3.0,1,small,23.32,0.95,0.9485562805872756
565,129,400lt,400,40.21807646757502,28.900674399844302,0.4268716544592166,2025-12-22,BARIŞ MAH.,23320,6.0,0.0,12.0,0,3.0,2,medium,23.32,0.9068716544592166,0.776992107816884
566,129,770lt,770,40.23161614287734,28.92642239179035,0.8292928782625754,2025-12-18,BARIŞ MAH.,23320,10.0,3.0,12.0,0,3.0,3,large,23.32,0.95,0.9185562805872756
567,129,plastic,240,40.2041565014915,28.85194741034512,0.7396867402645839,2025-12-19,BARIŞ MAH.,23320,9.0,4.0,12.0,0,3.0,1,small,23.32,0.95,0.8885562805872758
